Date,Time,Product Category,Channel,Ad Spend,Conversions,Revenue,Customer Segment
2025-03-28,Morning,Main,Influencer,85.1,3,116.58,Loyal
2025-02-01,Night,Finally,Influencer,43.62,8,117.02,New
2024-11-22,Afternoon,Eat,In-store,115.57,4,366.48,New
2025-04-12,Morning,Indeed,Social Media,29.38,3,205.2,Loyal
2024-12-12,Night,Analysis,Influencer,39.06,8,181.48,Loyal
2025-03-27,Morning,Conference,Email,5.64,8,83.97,Loyal
2025-04-18,Evening,Good,In-store,84.73,6,201.84,New
2025-02-17,Night,Central,In-store,91.16,7,91.44,Loyal
2025-02-16,Night,Outside,Influencer,30.74,1,378.7,New
2025-01-13,Night,Animal,Social Media,128.25,7,430.57,Returning
2024-11-12,Evening,Respond,In-store,149.38,3,96.47,Loyal
2024-11-16,Afternoon,Parent,Influencer,51.08,2,158.07,Returning
2024-12-01,Night,Feel,Social Media,51.54,5,393.51,Returning
2025-04-13,Morning,Account,In-store,9.9,3,304.6,Loyal
2025-04-06,Morning,Certainly,Influencer,26.76,10,394.03,Returning
2024-11-26,Evening,Concern,Influencer,148.71,3,337.79,New
2024-11-24,Morning,Five,Influencer,7.62,1,239.34,Loyal
2025-02-06,Morning,Partner,Influencer,57.82,4,70.96,Returning
2024-11-25,Morning,Imagine,In-store,95.44,9,83.47,Returning
2025-04-13,Afternoon,Start,Email,106.67,6,358.76,New
2025-02-05,Evening,Deep,In-store,104.28,4,497.81,New
2025-01-26,Evening,Either,In-store,102.05,7,120.49,Returning
2025-04-07,Afternoon,West,Influencer,9.64,5,476.95,New
2025-04-29,Morning,Believe,Email,64.58,0,177.8,New
2025-01-18,Afternoon,Leave,Email,68.98,5,253.04,Returning
2025-02-17,Evening,Require,Email,89.79,8,126.36,Returning
2025-02-14,Afternoon,Sport,Influencer,47.2,0,301.67,Returning
2024-12-08,Morning,No,In-store,76.4,4,406.54,Loyal
2025-02-27,Night,Stop,Social Media,146.78,10,35.84,Loyal
2025-04-14,Afternoon,Everybody,Email,65.39,1,97.23,New
2024-11-14,Morning,Mention,Social Media,69.8,0,49.19,Loyal
2025-03-25,Morning,Recent,In-store,66.52,6,172.19,Returning
2025-02-01,Afternoon,Democrat,In-store,18.21,6,363.82,Loyal
2025-02-16,Morning,Ahead,Email,133.17,6,96.06,New
2024-12-10,Afternoon,Question,Influencer,41.78,5,40.84,New
2024-12-22,Night,Top,In-store,105.2,0,102.7,New
2024-12-23,Night,Process,Social Media,85.87,3,444.52,Loyal
2024-11-23,Night,Suggest,Email,73.56,6,355.44,Returning
2025-02-28,Evening,Part,Email,38.81,6,46.49,Loyal
2024-12-26,Night,Individual,Email,52.96,9,497.81,New
2024-12-25,Afternoon,Admit,Email,65.91,3,388.12,Loyal
2025-01-09,Afternoon,Charge,Email,60.87,7,153.37,Returning
2024-12-28,Evening,Page,Social Media,72.47,7,464.32,Loyal
2025-04-22,Evening,At,In-store,14.01,5,387.22,New
2024-11-21,Night,Education,In-store,137.47,2,447.97,Returning
2024-12-21,Morning,So,Social Media,49.82,3,285.21,New
2024-12-26,Evening,Change,Influencer,88.96,8,166.6,Loyal
2025-03-10,Afternoon,Control,Social Media,149.5,4,287.15,New
2025-01-08,Morning,Partner,In-store,97.51,1,446,Returning
2025-02-28,Evening,Simple,Influencer,32.57,6,137.48,New
2025-03-11,Night,System,Influencer,74.03,10,468.65,Loyal
2025-03-20,Night,Population,Email,110.85,10,258.59,Loyal
2025-02-10,Night,Want,In-store,77.15,4,358.4,Loyal
2025-03-13,Afternoon,Half,Social Media,62.33,6,398.01,Returning
2025-04-09,Night,Herself,Social Media,46.69,9,60.97,Returning
2025-01-28,Night,Stock,In-store,33.21,8,209.8,Loyal
2025-03-30,Afternoon,Camera,In-store,104.44,1,38.28,Returning
2025-02-24,Morning,Kitchen,Email,146.46,5,37.63,New
2025-04-30,Morning,Trial,Influencer,5.71,8,298.34,Returning
2024-12-25,Morning,Reveal,Email,103.49,1,258.01,New
2025-01-25,Night,Town,Social Media,53.48,0,447.26,New
2025-02-15,Night,Anyone,Email,57.92,2,160.54,Returning
2025-01-26,Afternoon,Apply,In-store,104.72,8,399.62,New
2025-03-16,Night,Girl,Influencer,84.23,5,98.98,New
2025-03-06,Morning,Foreign,Email,48.8,8,155.75,Loyal
2025-02-28,Night,So,Email,46.35,6,407.31,Loyal
2025-04-29,Afternoon,Majority,In-store,87.39,7,25.77,Returning
2025-01-11,Night,American,Email,57.66,0,56.44,Loyal
2025-04-04,Afternoon,Magazine,Social Media,77.16,4,111,Loyal
2024-11-26,Morning,Tonight,Email,51.58,4,471.35,New
2025-03-14,Night,Never,Social Media,6.15,0,297.97,Loyal
2025-03-16,Morning,Boy,In-store,136.21,3,344.26,Loyal
2025-01-28,Night,Dream,Social Media,37.54,6,290.54,Returning
2025-02-05,Night,Change,Influencer,138.86,7,486.63,Loyal
2025-01-27,Evening,Star,Social Media,80.27,3,288.93,Loyal
2025-04-13,Night,Message,Influencer,113.12,4,188.41,Loyal
2025-04-02,Night,Evening,Email,36.5,0,245.96,New
2024-12-04,Night,Walk,Email,44.59,10,101.12,Loyal
2024-11-02,Afternoon,Rest,Influencer,28.94,10,378.35,Returning
2025-02-27,Evening,Within,Email,103.4,3,496.26,Returning
2025-01-23,Night,Itself,Influencer,74.29,4,101.76,Returning
2024-11-23,Morning,Various,In-store,87.29,5,412.43,Returning
2025-02-24,Evening,Security,Social Media,31.35,2,421.5,New
2025-01-07,Afternoon,Heavy,Influencer,104.7,4,470.78,Loyal
2024-12-11,Afternoon,News,Social Media,118.89,0,200.27,Loyal
2025-01-04,Evening,Fly,Influencer,13.67,2,253.82,New
2025-03-19,Night,Weight,Influencer,75.9,10,83.24,Loyal
2024-11-27,Morning,Collection,Social Media,88.79,9,367.54,Loyal
2024-12-17,Morning,Glass,Email,91.36,2,124.57,Loyal
2024-10-30,Afternoon,Save,Social Media,52.85,5,62.59,Returning
2025-02-16,Evening,Scientist,Influencer,101.5,10,415.21,New
2025-04-17,Morning,Mean,In-store,103.52,2,155.52,Returning
2025-02-15,Afternoon,Campaign,In-store,95.22,5,112.14,New
2025-02-14,Evening,Trouble,Email,146.1,4,250.33,New
2024-11-08,Evening,Town,Influencer,74.6,4,38.27,Returning
2024-12-01,Evening,Catch,In-store,98.09,10,389.89,Returning
2025-01-04,Night,Image,In-store,89.58,0,220.24,Returning
2025-01-04,Morning,Game,In-store,149.03,8,194.72,Loyal
2024-11-11,Night,Treatment,Social Media,75.67,9,93.22,Loyal
2024-12-25,Night,Space,Influencer,48.87,5,88.99,Returning
2025-01-21,Night,Visit,Email,104.65,10,419.58,Returning
2025-03-01,Evening,Various,In-store,73.76,7,57.14,Returning
2025-03-20,Afternoon,Prevent,Email,27.17,4,120.75,Loyal
2025-01-03,Morning,Defense,Email,139.3,7,294.71,Loyal
2025-04-14,Morning,Unit,Email,91.75,2,266.64,Loyal
2025-03-30,Morning,Find,In-store,78.27,1,437.3,Loyal
2025-03-10,Afternoon,Speak,Email,87.24,0,188.27,Loyal
2025-04-29,Morning,Policy,Influencer,26.47,9,268.51,Returning
2024-11-17,Afternoon,Future,Influencer,83.54,8,85.21,New
2025-01-17,Evening,Upon,Email,29.39,5,219.27,Loyal
2025-04-05,Evening,Place,Email,68.62,7,56.93,Returning
2025-03-30,Night,Decade,In-store,13.37,1,187.9,New
2025-04-25,Evening,Apply,In-store,105.83,6,360.59,Loyal
2025-03-15,Night,Necessary,Social Media,18.18,10,179.51,Loyal
2025-01-29,Evening,Production,In-store,41.36,6,395.69,New
2025-03-04,Afternoon,Board,Influencer,10.02,0,383.73,Loyal
2025-01-25,Night,Treat,Email,55.22,2,22.95,New
2024-10-31,Evening,Lose,Social Media,48.49,9,407.36,Returning
2025-01-03,Evening,I,Influencer,25.88,4,256.42,Returning
2025-01-28,Night,Film,In-store,147.34,0,233.33,Returning
2025-03-25,Evening,Include,In-store,128.17,8,360.12,New
2024-11-11,Night,Next,Email,86.72,0,251.32,Returning
2025-02-17,Morning,Lead,Social Media,51,8,188.08,New
2025-01-15,Morning,Car,Email,50.94,8,60.56,Returning
2025-03-01,Night,Democrat,Email,62.49,7,76.42,Returning
2024-11-25,Morning,Even,In-store,145.03,10,290.55,Returning
2025-01-28,Night,Audience,In-store,138.23,10,315.62,Loyal
2025-04-23,Night,Recently,Social Media,104.01,0,56.4,Loyal
2025-01-21,Morning,Southern,Social Media,38.19,1,251.08,Loyal
2025-04-06,Afternoon,Have,Social Media,103.45,7,320.96,Returning
2025-02-15,Evening,These,In-store,70.8,3,233.95,Loyal
2025-03-15,Morning,Speech,In-store,119.99,6,333.36,New
2025-01-20,Night,Church,Influencer,114.49,2,168.29,Returning
2024-12-29,Afternoon,Player,In-store,76.92,4,58.32,Returning
2024-11-29,Evening,Impact,In-store,75.92,5,352.54,Loyal
2025-01-24,Afternoon,Perform,Social Media,127.56,7,320.09,Returning
2025-01-20,Evening,Past,Influencer,60.24,7,461.32,New
2024-12-29,Evening,Participant,Social Media,50.1,5,46.31,New
2025-04-20,Morning,Beautiful,Email,115.58,10,495.85,Returning
2024-11-11,Evening,Adult,Influencer,115.37,3,139.08,New
2024-11-10,Afternoon,Sometimes,Social Media,64.91,4,319.48,Returning
2025-03-09,Morning,Keep,Influencer,59.6,10,77.57,Loyal
2025-04-18,Evening,Contain,In-store,50.15,2,124.59,Returning
2025-02-09,Afternoon,Despite,Social Media,66.46,1,226.17,New
2025-02-10,Morning,Project,Influencer,121.53,2,101.78,New
2024-12-16,Evening,Prepare,Influencer,23.91,7,269.73,Loyal
2025-02-03,Morning,Century,Influencer,86.56,2,394.9,Loyal
2025-01-03,Evening,Republican,Influencer,55.81,5,183.37,New
2025-01-19,Afternoon,Our,Influencer,115.25,9,414.38,New
2025-03-21,Night,Life,Email,51,0,54.7,Returning
2024-12-01,Night,Enter,Email,73.82,9,481.48,Loyal
2025-02-13,Night,Court,In-store,8.58,4,376.75,New
2025-04-29,Night,Market,In-store,60.7,1,155.42,New
2025-04-13,Afternoon,Order,Social Media,30.78,5,148.11,New
2025-02-02,Night,Miss,Social Media,94.18,4,32.13,New
2025-01-22,Evening,Section,Email,134.44,7,75.51,Returning
2025-01-28,Morning,See,In-store,57.88,1,351.62,Loyal
2025-04-17,Morning,Enter,In-store,99.54,3,200.54,New
2025-01-31,Morning,Recently,Email,81.42,9,26.76,New
2025-03-05,Afternoon,Space,In-store,47.34,1,103.56,Loyal
2025-03-04,Afternoon,Enough,Influencer,48.41,3,237.76,Loyal
2025-04-20,Night,Really,In-store,103.46,1,116.51,Loyal
2025-01-22,Night,Scientist,Social Media,23.63,9,432.63,Returning
2025-04-14,Evening,Consumer,In-store,147.9,9,124.49,New
2024-12-30,Morning,Worry,Social Media,120.41,3,130.7,Loyal
2025-02-28,Evening,Society,In-store,34.05,10,441.69,New
2025-04-27,Afternoon,Force,Social Media,142.21,1,90.89,Returning
2025-02-27,Evening,Organization,Email,129.08,3,82.94,Loyal
2024-12-28,Morning,Garden,Influencer,116.35,8,381.22,Returning
2025-01-10,Night,Add,Social Media,44.89,10,178.83,New
2024-11-18,Afternoon,Low,Email,16.4,3,499.67,Returning
2024-12-14,Evening,Beyond,Social Media,142.87,6,103.79,Returning
2024-12-17,Morning,Small,Email,72.97,3,306.11,New
2025-04-02,Night,During,In-store,115.24,2,371.75,New
2025-02-06,Night,School,Email,92.5,10,52.71,Returning
2025-04-23,Afternoon,Ball,Social Media,67.3,6,481.51,Loyal
2025-02-13,Morning,Piece,Influencer,132.06,2,437.98,Loyal
2025-04-08,Morning,Detail,Influencer,75.65,7,61.75,New
2025-03-13,Evening,Audience,Social Media,118.81,4,357.7,New
2025-04-20,Night,Religious,Influencer,147.3,0,113.43,New
2025-02-05,Night,Share,In-store,142.42,2,309.85,New
2025-02-03,Morning,About,In-store,130.73,8,453.36,Returning
2025-03-03,Morning,Left,Influencer,25.74,2,491.25,Returning
2025-03-26,Morning,Individual,In-store,46.93,2,427.92,Returning
2025-01-31,Evening,Bill,Email,9.56,6,324.64,New
2025-04-23,Morning,Three,In-store,106.72,7,98.69,New
2024-12-03,Afternoon,Hope,In-store,122,4,286.03,New
2024-11-16,Night,Two,Influencer,102.32,7,405.11,New
2024-11-26,Afternoon,Reason,Social Media,50.65,7,410.58,New
2025-04-02,Afternoon,Travel,Email,118.88,10,172.68,New
2025-03-18,Night,Actually,Email,125.2,1,455.58,Loyal
2024-11-12,Afternoon,View,Influencer,72.25,4,331.2,New
2025-03-24,Night,Number,Email,64.48,5,107.54,New
2025-04-12,Afternoon,Against,In-store,95.76,5,186.47,New
2025-02-13,Night,Administration,Influencer,47.35,7,461.95,New
2024-12-09,Morning,Start,Social Media,92.09,1,297.45,Returning
2025-04-03,Afternoon,According,Social Media,80.54,8,186.52,New
2025-02-22,Night,Such,Influencer,70.09,10,358.42,Returning
2025-01-03,Evening,Nice,Social Media,22.65,8,256.07,Returning
2025-03-27,Night,A,Influencer,9.85,6,136.14,New
2025-03-20,Night,Professional,Influencer,83.25,3,333.12,New
2025-04-04,Night,Opportunity,Influencer,68.3,6,344.64,Loyal
2025-03-03,Morning,Instead,Social Media,79.34,2,125.94,Returning
2025-01-28,Morning,Cause,Social Media,48.37,0,300.28,Returning
2025-02-17,Night,Better,Social Media,43.63,8,405.16,Loyal
2025-01-06,Evening,Arm,Email,96.37,8,391.02,New
2025-04-05,Evening,Enough,Email,31.87,1,444.48,Loyal
2025-01-13,Morning,Middle,In-store,84.26,6,300,Loyal
2025-01-26,Morning,Charge,In-store,12.38,9,42.57,Returning
2025-04-28,Morning,Participant,Influencer,96.96,5,210.71,Returning
2024-12-05,Afternoon,Shake,In-store,23.78,0,46.55,Returning
2025-01-17,Evening,Single,Social Media,102.18,10,142.58,Returning
2025-04-16,Afternoon,Sense,Social Media,38.81,2,20.11,New
2025-01-25,Morning,Must,Social Media,105.99,1,220.77,New
2025-02-21,Morning,Community,Social Media,148,5,114.53,Returning
2025-01-05,Night,Easy,Influencer,117.81,6,245.02,Loyal
2024-11-02,Morning,Drop,In-store,47.12,4,154.64,Loyal
2024-11-04,Night,Bar,Email,76.92,1,398.67,Loyal
2024-12-20,Evening,Risk,In-store,42.64,6,157.21,New
2025-03-12,Morning,Young,Email,51.59,5,283.11,Loyal
2025-02-09,Afternoon,Rather,Social Media,110.12,0,309.99,New
2024-12-12,Night,Fish,In-store,88.9,10,357.13,Loyal
2025-03-23,Night,Loss,Influencer,136.59,4,49.09,Returning
2024-12-25,Morning,Apply,Email,61.31,2,20.01,Returning
2025-04-26,Afternoon,Product,Influencer,32.79,5,472.1,New
2025-02-10,Afternoon,Threat,Email,5.92,3,477.53,New
2025-03-23,Night,Into,Influencer,55.7,4,242.04,Loyal
2025-03-17,Evening,Million,Email,62.97,0,106.1,Returning
2025-03-28,Evening,Tonight,Social Media,111.99,7,366.14,Loyal
2025-04-23,Morning,Project,Email,110.85,8,188.45,New
2024-12-11,Morning,Hair,In-store,135.63,0,141.45,Returning
2025-01-06,Afternoon,True,Email,106.36,9,379.33,Returning
2025-03-14,Night,Must,Social Media,99.3,5,420.8,Returning
2025-01-31,Morning,Open,In-store,40.25,0,317.11,Returning
2025-02-26,Night,Soon,Influencer,86.74,5,404.63,Loyal
2024-12-17,Afternoon,Since,Social Media,143.38,9,316.29,Loyal
2025-01-03,Night,Agree,Social Media,75.11,3,473.51,New
2025-03-27,Night,Employee,In-store,48.47,5,167.99,Loyal
2025-04-29,Afternoon,Enjoy,Social Media,145.19,2,296.06,Returning
2025-04-17,Afternoon,These,Influencer,54.83,1,251.28,Loyal
2025-02-02,Night,Measure,Social Media,138.58,8,441.61,New
2025-02-26,Afternoon,Item,Social Media,81.86,0,285.98,Returning
2025-01-17,Afternoon,In,Social Media,25.58,1,343.72,New
2024-12-28,Night,Suddenly,Social Media,31.53,9,231.49,Returning
2025-02-28,Morning,Establish,Influencer,49.97,7,300.07,Returning
2025-03-21,Evening,Recent,Influencer,13.79,3,309.83,Loyal
2025-02-22,Evening,Dinner,Email,127.29,0,139.39,Loyal
2025-04-08,Evening,Mission,Influencer,16.35,6,382.22,Loyal
2025-03-03,Afternoon,Onto,Influencer,106.1,6,178.32,Loyal
2025-03-05,Morning,Hair,Social Media,92.7,7,403.52,Loyal
2025-01-30,Evening,Son,Influencer,68.68,0,116.26,Loyal
2025-01-19,Afternoon,Range,Email,148.16,10,222.39,Returning
2025-03-01,Evening,Trouble,Social Media,143.22,10,225.35,Returning
2024-12-05,Night,Book,Influencer,136.25,0,113.25,Loyal
2025-01-25,Night,Development,In-store,109.56,2,47.2,Loyal
2025-02-23,Morning,From,Email,89.01,9,98.84,Returning
2024-10-31,Evening,Show,In-store,9.66,2,31.24,Returning
2024-11-17,Morning,Indicate,Social Media,73.97,7,432.68,Returning
2024-11-21,Afternoon,Country,In-store,35.65,7,317.36,Returning
2025-04-29,Evening,Rich,Email,114.6,4,346.7,Loyal
2024-12-05,Afternoon,Budget,Social Media,63.74,1,80.73,New
2025-02-08,Afternoon,Religious,Social Media,26.62,4,133.57,Returning
2024-11-06,Evening,Range,Social Media,31.91,9,65.41,New
2025-02-25,Evening,Since,Influencer,81.1,2,490.02,Returning
2024-11-19,Afternoon,Appear,Social Media,89.77,9,100.8,Returning
2025-04-06,Night,Into,Email,104.56,0,434.46,Returning
2025-01-16,Night,Hand,In-store,86.4,7,236.39,Loyal
2025-04-26,Morning,War,Social Media,88.64,8,91.66,Returning
2025-03-01,Afternoon,Run,In-store,130.53,4,451.27,New
2024-11-12,Night,Mouth,In-store,124.51,10,92.08,New
2024-12-31,Afternoon,Option,Social Media,34.69,5,441.55,New
2025-01-28,Night,Win,Influencer,52.99,8,166.8,Returning
2024-11-27,Morning,Left,In-store,115.8,6,267.94,Returning
2025-03-22,Evening,He,Influencer,25.15,10,213.93,New
2025-03-03,Afternoon,Line,In-store,38.56,2,173.62,Loyal
2024-11-24,Night,Fight,Influencer,94.69,6,264.45,Returning
2025-02-05,Evening,During,Email,149.89,8,477.33,Returning
2024-11-27,Morning,Boy,Influencer,49.97,7,465.41,Loyal
2024-12-05,Afternoon,Sound,Email,19.22,4,350.2,Loyal
2025-01-09,Evening,Whom,Influencer,34.09,6,279.06,New
2025-03-16,Morning,Control,Social Media,53.61,4,251.5,Returning
2024-11-23,Evening,Can,Influencer,144.6,1,386.86,Loyal
2025-04-09,Morning,Trade,Email,51.09,3,23.34,New
2025-04-14,Morning,School,Email,79.35,2,347.12,New
2024-12-16,Morning,Several,Email,50.76,2,482,Returning
2024-11-26,Afternoon,Offer,In-store,7.77,5,329.23,New
2024-12-31,Afternoon,Million,Social Media,120.26,2,310.45,Returning
2025-01-31,Evening,Foreign,Email,42.12,3,410.71,Loyal
2025-01-31,Night,My,Influencer,41.7,7,459.26,Returning
2025-04-26,Morning,It,In-store,29.01,2,283.39,Returning
2024-12-21,Morning,Treat,Email,77.04,1,242.22,New
2024-12-19,Afternoon,Authority,Email,55.62,5,345.74,Returning
2025-02-24,Afternoon,Well,Email,133.55,3,237.9,Returning
2024-11-24,Night,Over,Influencer,99.15,9,423.3,New
2025-03-22,Morning,Site,In-store,57.36,8,127.1,New
2025-04-03,Evening,Better,Email,49.17,5,484.42,New
2024-12-23,Afternoon,Process,Social Media,52.22,4,147.88,Returning
2025-04-02,Evening,Effort,Influencer,115.75,0,108.87,Loyal
2024-11-01,Evening,Chance,Email,95.32,10,41.16,Loyal
2025-04-04,Night,Thing,Email,5.86,10,101.54,Returning
2025-04-29,Evening,Teach,Email,8.74,4,164,Loyal
2025-04-06,Morning,Idea,Social Media,120.51,9,279.68,New
2024-12-20,Evening,Detail,Social Media,142.37,7,335.49,Returning
2025-02-02,Night,Direction,Email,100.28,3,54.54,Returning
2024-11-03,Night,Direction,Influencer,59.81,2,68.37,Loyal
2025-02-09,Night,Hold,Influencer,113.51,1,199.9,Returning
2025-02-24,Afternoon,Its,Influencer,132.86,8,204.73,Returning
2024-12-25,Evening,Bag,Influencer,27.51,4,333.52,Loyal
2024-11-25,Afternoon,Light,Email,9.46,9,451.17,Returning
2025-02-16,Morning,Already,In-store,49.2,9,198.57,Returning
2025-02-03,Evening,Sea,In-store,108.39,0,94.9,Loyal
2025-04-26,Morning,Situation,In-store,15.12,5,397.08,Loyal
2025-03-18,Evening,Well,Email,58.29,3,40.77,Returning
2025-04-26,Evening,Base,In-store,113.56,9,217.17,Loyal
2024-11-26,Afternoon,Fund,In-store,140.2,6,95.51,New
2024-11-06,Night,Finish,Influencer,119.85,10,336.16,Returning
2024-11-12,Morning,Yet,Social Media,30.99,9,157.12,Returning
2025-02-05,Night,Prove,Email,20.78,9,440.7,Loyal
2025-01-12,Night,Perhaps,Email,99.14,1,216.99,Returning
2025-03-28,Afternoon,Soldier,Influencer,88.54,6,291.64,Loyal
2024-12-29,Night,Carry,In-store,132,1,330.04,New
2025-01-27,Morning,Wife,In-store,59.59,9,430.69,Returning
2025-01-22,Morning,Feel,In-store,55.44,1,172.04,Returning
2025-04-27,Night,Listen,In-store,60.52,4,44.05,New
2024-11-06,Morning,Key,Influencer,12.12,3,108.22,Loyal
2025-01-18,Night,State,Email,112.03,3,310.96,Loyal
2025-04-23,Night,Strategy,Email,64.2,4,143.99,Loyal
2025-01-03,Morning,Ever,In-store,46.44,7,84.37,Returning
2024-12-09,Evening,Stay,In-store,17.58,3,161.66,New
2025-02-16,Afternoon,Fight,Influencer,144.92,2,290.07,Loyal
2024-11-19,Night,Strong,In-store,114.81,7,248.79,New
2024-11-18,Evening,Happen,Influencer,72.53,8,423.11,Loyal
2025-03-05,Night,Past,Influencer,148.8,7,194.2,Returning
2025-02-22,Morning,Raise,Social Media,100.91,9,471.91,Loyal
2025-01-21,Morning,Left,Social Media,136.3,8,371.81,Returning
2025-01-07,Afternoon,To,Influencer,25.59,8,194.83,Loyal
2024-12-04,Evening,Policy,Influencer,34.2,3,276.51,Returning
2025-04-17,Night,Reflect,Email,7.16,9,139.49,Returning
2025-03-18,Evening,Learn,In-store,49.42,7,482.05,Returning
2025-01-18,Evening,Task,Email,40.54,8,38.25,New
2025-01-11,Afternoon,Late,In-store,66.35,6,367.72,New
2025-02-10,Night,Own,In-store,66.79,1,326.74,Loyal
2024-11-22,Night,Election,Email,68.39,3,209.12,Returning
2025-02-05,Night,Huge,Influencer,149.37,6,440.98,New
2025-03-18,Night,Sense,Email,50.04,6,131.59,Loyal
2024-11-12,Afternoon,Design,Social Media,84.16,4,482.58,Loyal
2024-12-20,Morning,Mission,Influencer,66.33,1,450.21,Loyal
2025-02-10,Evening,Whatever,Influencer,58.41,2,441.62,Returning
2025-02-25,Afternoon,Another,Influencer,131.61,2,96.78,New
2024-12-29,Morning,Bill,In-store,71.17,6,151.66,New
2025-03-15,Evening,In,Influencer,131.76,5,169.31,Loyal
2025-01-26,Afternoon,Drug,Email,144.71,7,248.95,Loyal
2025-01-10,Night,Model,Social Media,66.66,8,51.38,Loyal
2025-01-02,Night,What,Social Media,43.66,5,85.02,Returning
2024-11-04,Night,Color,Social Media,128.91,8,355.94,Returning
2025-02-01,Night,Process,Email,48.17,3,263.76,New
2025-01-19,Afternoon,Position,In-store,114.6,9,70.31,Loyal
2024-12-30,Afternoon,Across,In-store,108.65,10,146.49,Returning
2024-11-21,Night,Loss,Email,50.41,6,140.3,Returning
2025-01-11,Morning,Smile,Social Media,6.37,2,471.41,Loyal
2025-01-03,Afternoon,Anything,Social Media,131.11,10,318.96,Returning
2024-11-29,Evening,Base,In-store,108.64,1,285.3,New
2024-11-24,Evening,Seat,Influencer,68.71,7,33.97,Loyal
2025-03-06,Morning,Pick,In-store,39.51,10,90.15,New
2024-12-30,Morning,Between,In-store,132.59,4,246.72,Loyal
2025-03-17,Morning,Bring,Social Media,48.73,2,157.32,Returning
2025-03-09,Evening,Necessary,Influencer,111.54,0,378.43,Loyal
2025-04-03,Night,Radio,In-store,11.92,5,108.33,New
2025-03-09,Night,Trade,Social Media,126.97,9,365.65,Returning
2025-02-10,Morning,New,Social Media,110.91,4,257.87,Returning
2025-01-16,Evening,Actually,Social Media,69.85,10,326.81,Returning
2024-11-03,Evening,South,Email,41.98,5,409.21,Loyal
2024-11-05,Morning,Market,Social Media,45.71,8,265.2,New
2025-01-28,Evening,West,In-store,148.34,10,215.43,Loyal
2024-12-01,Morning,Hair,Influencer,22.84,10,489.45,Returning
2025-02-02,Evening,Send,Influencer,129.78,8,295.34,Loyal
2025-01-08,Morning,Impact,In-store,13.31,7,434.64,Loyal
2025-04-07,Night,Weight,Email,28.05,3,85.3,Returning
2024-11-28,Morning,Glass,Social Media,28.31,7,319.35,New
2024-11-01,Afternoon,Pay,In-store,85.21,6,152.01,New
2024-12-30,Morning,Receive,Influencer,94.44,4,359.48,New
2025-01-11,Morning,School,Social Media,22.71,2,400.13,Returning
2024-12-21,Night,Talk,Influencer,32.87,7,256.57,Returning
2025-04-28,Morning,Without,Email,129.55,7,431.52,New
2025-03-22,Morning,Than,Social Media,110.34,0,113.69,New
2025-02-18,Evening,Cell,Influencer,92.79,3,456.33,Loyal
2025-04-28,Evening,Glass,Email,42.77,7,66.26,New
2025-01-20,Afternoon,Happen,In-store,43.74,4,96.32,Returning
2024-11-10,Afternoon,Discussion,Social Media,117.53,6,445.64,New
2025-01-24,Evening,Rise,In-store,74.65,8,338.27,Returning
2024-12-25,Night,Water,Influencer,136.31,6,128.04,New
2024-11-03,Afternoon,Finish,Email,22.96,3,196.93,New
2024-12-27,Morning,Write,In-store,68.79,5,155.43,New
2025-02-27,Afternoon,Whom,Influencer,139.45,5,46.56,New
2025-01-23,Night,American,Email,85.29,10,225.53,Returning
2025-02-22,Afternoon,Fund,Email,145.01,2,54.14,Loyal
2025-03-16,Afternoon,Six,In-store,56.7,8,245.67,Returning
2024-11-16,Afternoon,Front,Influencer,22.55,7,408.18,New
2025-04-16,Afternoon,Recent,Influencer,29.55,6,478.68,Loyal
2025-04-16,Morning,Carry,In-store,45.34,6,148.51,Loyal
2024-12-30,Morning,Find,Social Media,134.59,9,392.82,New
2024-12-01,Evening,Short,Email,96.34,4,151.09,New
2025-01-20,Evening,Campaign,Influencer,24.59,5,55.61,Returning
2025-04-22,Afternoon,Party,Email,141.27,3,26.73,Returning
2025-01-11,Afternoon,Husband,Social Media,48.55,3,188.34,Returning
2024-12-31,Morning,Up,In-store,131.32,7,126.28,Returning
2025-02-24,Afternoon,Cut,Email,94.04,7,296.81,New
2025-02-17,Afternoon,Why,Influencer,125.86,0,362.6,Returning
2025-02-05,Morning,Claim,Influencer,70.02,10,303.51,Loyal
2025-01-21,Afternoon,Radio,Social Media,25.56,9,264.1,New
2024-12-19,Evening,Change,Email,70.3,2,273.89,Loyal
2024-11-02,Morning,Security,Email,94.89,10,41.55,New
2025-04-25,Morning,Seem,Email,76.13,0,472.52,Returning
2024-11-28,Morning,Conference,In-store,21.18,8,143.56,Returning
2024-12-09,Night,Threat,Social Media,123.52,7,338.05,Loyal
2025-03-07,Night,Shoulder,Social Media,93.99,9,493.98,Returning
2025-03-17,Afternoon,Finish,Email,134.52,0,209.57,Returning
2024-11-05,Night,Lay,Email,15.71,5,213.78,Loyal
2025-04-06,Evening,Watch,Influencer,65.84,2,337.66,Returning
2025-03-07,Night,Reality,Social Media,96.37,2,417.64,Loyal
2025-01-26,Afternoon,Employee,Social Media,96.3,7,497.05,New
2025-01-16,Night,Time,In-store,26.34,9,400.01,New
2025-03-24,Night,Line,Email,111.73,7,100.88,New
2025-02-21,Morning,Along,Email,97.82,7,417.28,Returning
2024-12-03,Afternoon,Food,Email,105.13,6,89.86,Returning
2025-02-19,Night,Myself,Email,134.6,3,126.88,Returning
2024-12-14,Evening,Rock,In-store,83.15,7,162.65,Returning
